"CpG.site","Coefficient","Panel","Training.cohort","Short_name","Name","SeqId","UniProt","Predictor","chr","pos","UCSC_RefGene_Name","GencodeCompV12_NAME"
"cg01850934",0.00953277744018725,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr14",68141664,"VTI1B","VTI1B, RP11-1012A1.4"
"cg24924502",0.00905134474790224,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr17",79109777,"AATK","RP11-149I9.2, AATK"
"cg25925670",-0.0169615128537324,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr17",2206573,"SMG6, SRR","SMG6, SRR"
"cg26824807",-0.00455245574568646,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr6",28891448,"TRIM27","TRIM27"
"cg08709672",-0.000304613739082341,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr1",206224334,"AVPR1B","RP11-38J22.3, AVPR1B"
"cg10436473",0.0204299553606245,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr5",158296050,"EBF1","EBF1"
"cg04275506",0.00442891660317627,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr1",12445337,"VPS13D","VPS13D"
"cg09526215",0.00164445873197141,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr5",69483768,"LOC653391, LOC100170939",""
"cg03450842",-0.00454882906499143,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr10",80834947,"ZMIZ1","ZMIZ1"
"cg13997765",-0.0358268564021275,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr8",143627866,"",""
"cg05191264",-3.75640547458305e-05,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr8",10428285,"",""
"cg05122026",-0.0143397578903048,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr11",75114223,"SNORD15B, RPS3","RPS3, SNORD15B"
"cg20331322",-0.00459891716214568,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr12",47358390,"",""
"cg18820914",-0.0211545419029706,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr13",111371465,"ING1","ING1"
"cg06034664",0.0119454844390069,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr6",168354502,"MLLT4","MLLT4"
"cg10289177",-0.00703449942690577,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr7",150748069,"ACCN3","ASIC3"
"cg00971369",-0.000590274657344955,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr8",142263802,"","RP11-10J21.3, RP11-10J21.4, SLC45A4"
"cg00723277",-0.0139816659395132,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr1",27343013,"",""
"cg05222924",-0.00239897099546038,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr11",32450486,"WT1","WT1"
"cg14088282",0.00202800583759665,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr1",222003220,"","RP11-191N8.2"
"cg04286043",0.00281460104501991,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr6",36410500,"PXT1, KCTD20","KCTD20, PXT1"
"cg07775813",-0.0059467715295061,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr15",69223368,"MIR548H4, NOX5, SPESP1","RP11-809H16.2"
"cg23570810",0.0237129112728229,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr11",315102,"IFITM1","IFITM1"
"cg00452199",-0.0311950233206143,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr11",44088257,"ACCS","ACCS"
"cg06791091",0.00101515431681588,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr12",3332539,"TSPAN9","TSPAN9"
"cg17304025",0.0166314754647867,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr7",143699825,"OR6B1","OR6B1"
"cg10690277",-0.00788751544590179,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr7",55113199,"EGFR","EGFR"
"cg20442697",6.54959460904616e-05,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr7",102553432,"LRRC17, FBXL13","LRRC17, FBXL13"
"cg26475594",0.0104573833529042,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr19",35260608,"ZNF599","ZNF599"
"cg21720306",-0.00515006884065529,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr11",73044732,"ARHGEF17",""
"cg03211283",-0.00793441039716439,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr22",31893096,"SFI1","EIF4ENIF1, SFI1, DRG1"
"cg01756799",-0.00561375257216087,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr17",40715281,"COASY","COASY"
"cg13827287",-0.00531313448031766,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr12",54730461,"MIR148B, COPZ1","MIR148B, RP11-968A15.8, COPZ1"
"cg14669514",-0.0235394565404021,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr13",22243722,"FGF9",""
"cg00187059",-0.00448192413809894,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr6",33289693,"DAXX","DAXX"
"cg27101633",0.00907518224400717,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr8",48427018,"KIAA0146","KIAA0146"
"cg16521443",0.0227031334742987,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr13",114867544,"RASA3",""
"cg26703534",-0.0305076285379945,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr5",377358,"AHRR","AHRR"
"cg08503681",0.000444545765249498,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr5",145895884,"GPR151","GPR151"
"cg06362282",-0.00369062931429908,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr6",33245893,"B3GALT4","B3GALT4"
"cg16936953",0.00678103703834694,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr17",57915665,"TMEM49","VMP1"
"cg18346531",0.0279515806288479,"SomaScan","KORA","LFT","Lactotransferrin","2780-35","P02788","Lactoferrin","chr17",9967431,"GAS7","GAS7"
"cg04689082",0.0470838935257771,"SomaScan","KORA","BCAM","Basal cell adhesion molecule","2816-50","P50895","BCAM","chr3",194406572,"FAM43A","FAM43A"
"cg25925896",-0.00692386116509029,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr19",8468673,"RAB11B","RAB11B"
"cg20964328",0.0146255833461628,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr7",11013816,"PHF14","PHF14"
"cg14159576",-0.00952489134273898,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr7",47660962,"","AC095067.1"
"cg08818337",-0.00843623558072059,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr5",149962501,"",""
"cg06866187",-0.0221505885896725,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr16",86489453,"",""
"cg03725309",0.0226316650797732,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr1",109757585,"SARS","SARS"
"cg08599699",-0.022828899428421,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr19",1581001,"MBD3",""
"cg24485038",-0.106733004101619,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr1",9657892,"TMEM201",""
"cg06308022",-0.0319588516716564,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr6",43858585,"LOC100132354",""
"cg13787768",-0.0348531744149445,"SomaScan","KORA","Ectodysplasin-A","Ectodysplasin-A","2826-53","Q92838","EDA","chr9",137679142,"COL5A1",""
"cg27113548",-0.00104624418914363,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",106354912,"","AL122127.25, IGHD2-21"
"cg15803122",-0.0160140001715269,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",75277207,"SEPT9","SEPT9"
"cg04376644",-0.0177544650850075,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr3",45730747,"SACM1L","SACM1L, RP11-697K23.1"
"cg02342974",0.0175773810705676,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr20",18269074,"ZNF133","ZNF133"
"cg24694947",-0.00280065166488202,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr13",111981262,"C13orf16",""
"cg02064366",0.00386645084853334,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",79045526,"BAIAP2","BAIAP2"
"cg14626490",-0.000586134106101289,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr9",131710514,"NUP188, DOLK","NUP188, DOLK"
"cg15251779",-0.0154943414581367,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr7",150929295,"CHPF2","CHPF2"
"cg06898306",0.0320565286522314,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",33996673,"GRM4",""
"cg03952331",-0.0011335630636505,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr22",20792222,"SCARF2","SCARF2"
"cg10342884",0.0160084260454443,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr19",44124032,"ZNF428","ZNF428"
"cg26567712",-0.00912448157564789,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr19",18043782,"CCDC124","CCDC124"
"cg00560671",6.95935702209786e-05,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr13",21635735,"LATS2","LATS2"
"cg22637837",0.0214421380507818,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",140730092,"PCDHGB1, PCDHGA2, PCDHGA1, PCDHGA3","PCDHGB1"
"cg19757253",-0.00421903389620987,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",32853039,"TTC27","TTC27"
"cg12887701",-0.00334624607572601,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",96123196,"JRKL, CCDC82","CCDC82, JRKL"
"cg02513924",-0.0268070398617072,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",124823857,"CCDC15","CCDC15"
"cg10673833",0.02159693327283,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr7",45018849,"MYO1G","MYO1G"
"cg15307908",-0.0034568216155173,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr8",124553582,"FBXO32","FBXO32"
"cg09904383",0.00802008383867867,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",141031125,"FCHSD1","FCHSD1, ARAP3"
"cg17420132",0.00155327208145716,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr1",21930321,"RAP1GAP","RAP1GAP"
"cg22496723",0.00685165614955535,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr22",36960779,"CACNG2",""
"cg05375668",0.00840886653532139,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr15",63796746,"USP3","USP3"
"cg03886085",0.00168538140347061,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",619819,"MUPCDH","CDHR5"
"cg19844653",0.0234285846564475,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",133451294,"TCF7","TCF7"
"cg04341730",0.00889837629758264,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr4",175135312,"","RP11-148L24.1"
"cg08617970",-0.00421631919046933,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",30881112,"VARS2, GTF2H4","GTF2H4, VARS2"
"cg04112012",0.00358737515701722,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr16",1359112,"UBE2I","UBE2I"
"cg20744625",0.0210514027996812,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr10",64578469,"EGR2","EGR2"
"cg24083557",-0.000533687332727785,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",62420776,"INTS5","INTS5"
"cg10725121",-0.000922975295515966,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",43973146,"MAPT, LOC100128977, LOC100130148","MAPT"
"cg26785250",0.0131935146123528,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr3",13461660,"NUP210","NUP210"
"cg26490274",0.000149377027349987,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr16",4385435,"GLIS2",""
"cg12538950",0.0256205863272868,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",74022910,"P4HA3","RP11-632K5.3, P4HA3"
"cg13775495",-0.00442649637487873,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr3",159706543,"IL12A","IL12A, CTD-2049J23.2"
"cg19176816",0.00506402853797905,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr10",112679255,"NCRNA00081, SHOC2","SHOC2, BBIP1"
"cg02194243",0.000662174258270828,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr16",54324597,"",""
"cg11254573",0.008515894587864,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr8",1449634,"DLGAP2","DLGAP2"
"cg10979117",-0.0344645182340628,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr10",134772055,"","RP13-137A17.4"
"cg17925360",-0.0018460145534862,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",201981146,"CFLAR","CFLAR"
"cg13523882",-0.0288104461765286,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",107435665,"BEND3","BEND3"
"cg20945376",0.000458384620828434,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",91805912,"CCDC88C","CCDC88C"
"cg14603420",-0.000668462566176097,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr8",1359730,"",""
"cg23695687",0.00334660354923194,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr19",54926734,"TTYH1","TTYH1"
"cg02063828",0.00645024567683983,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",64371766,"PELI1","PELI1, AC074289.1"
"cg08196561",-0.000801197750474658,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr16",87525539,"ZCCHC14","RP11-482M8.1, ZCCHC14"
"cg23643435",-0.00146984990972087,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",38893251,"GALM","GALM"
"cg01256539",-0.0258487128200165,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",119802022,"PRR16","PRR16"
"cg10052597",0.0204002364281545,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr12",132903921,"GALNT9","GALNT9"
"cg21532953",0.00166479177705538,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr13",25496565,"CENPJ","CENPJ"
"cg22204479",0.0077359700305311,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr20",21378227,"NKX2-4","RP11-227D2.3, NKX2-4"
"cg20217649",-0.0184849027243452,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr8",67835351,"SNORD87, SNHG6","SNHG6, SNORD87"
"cg01238672",0.00210703261196956,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",170232143,"",""
"cg00397324",0.0110838047655726,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr21",42798594,"MX1","MX1, TMPRSS3"
"cg10063637",0.00795342550440774,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr16",4524514,"NMRAL1, HMOX2","HMOX2, NMRAL1"
"cg24707051",0.00908835266987567,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr12",49393681,"DDN","DDN, RP11-386G11.5"
"cg04756051",-0.00404057033735784,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",160908522,"LPAL2","LPAL2"
"cg09996840",0.00833452198881819,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",79680718,"SLC25A10","SLC25A10"
"cg06134546",0.0027339274250233,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr15",64753130,"","RP11-702L15.2"
"cg08130783",-0.00224184687838129,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr1",36056577,"TFAP2E","RP5-983H21.3"
"cg23315424",0.000137132958707602,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",101162021,"",""
"cg27511255",-0.014399466179409,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr20",47444851,"PREX1","PREX1"
"cg26228812",0.0136831725122007,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",170041959,"WDR27","WDR27"
"cg02988316",-0.000171686120353467,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr9",504774,"KANK1","KANK1"
"cg12988843",0.0105292415332795,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr13",53029588,"CKAP2","CKAP2"
"cg07023915",0.00428061985492313,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr15",78370148,"TBC1D2B","SH2D7, TBC1D2B"
"cg03257743",0.00423993891604731,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",11123616,"",""
"cg26172862",-0.00722454695728736,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",60558473,"C14orf135","C14orf135, RP11-16B13.1"
"cg18470710",-0.00298023854938662,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr15",99558719,"","RP11-654A16.3"
"cg19004594",0.00776071545746565,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr20",43926884,"MATN4",""
"cg11549132",0.00462192871407319,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",99061257,"INPP4A","INPP4A"
"cg09359749",0.0139420379032678,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",70378201,"",""
"cg17498272",0.00185944954828514,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr19",58864929,"NCRNA00181, A1BG","A1BG"
"cg16268160",-0.0148112802424296,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",124735218,"ROBO3","ROBO3"
"cg08146708",-0.0259826400807591,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr1",167393634,"","POU2F1"
"cg27037018",-0.00354644981584983,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",1445567,"SLC6A3","SLC6A3"
"cg05262369",0.0240275271400895,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr1",205716365,"NUCKS1",""
"cg19750657",0.0050346667400711,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr13",38935967,"UFM1","UFM1"
"cg08373989",0.00469684238644399,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",31780239,"HSPA1L","HSPA1L"
"cg22821472",0.00273060199958293,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr8",70743568,"SLCO5A1","SLCO5A1"
"cg11649376",-0.00492188175692518,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr12",81473234,"ACSS3","ACSS3"
"cg25520422",-0.00477062077050689,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",88240817,"GRM5","GRM5, GRM5-AS1"
"cg15940260",-0.0143793473552146,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",47113061,"IGF2BP1","U6, IGF2BP1"
"cg05811904",-0.000790625898142023,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr7",137620397,"CREB3L2",""
"cg26933359",0.00598716020146877,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",20937370,"PNP","PNP"
"cg01591830",0.0176972609271056,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr16",89666000,"",""
"cg01820106",-0.00402819090940107,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",207646603,"FASTKD2","FASTKD2"
"cg08634539",0.00201476009399309,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",60631988,"DHRS7","DHRS7, C14orf135"
"cg11720950",-0.0073316399911399,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",32223114,"","XXbac-BPG154L12.4"
"cg10442113",0.0116563035153234,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",151329120,"","CTB-12O2.1"
"cg17501210",-0.0676577047230692,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",166970252,"RPS6KA2","RPS6KA2"
"cg23142964",0.00954288759209726,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr1",85156566,"SSX2IP","SSX2IP"
"cg21113318",0.0161901374596275,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",92983645,"RIN3",""
"cg05604112",-0.00495299566279219,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr2",38893237,"GALM","GALM"
"cg00995368",-7.77839906373698e-05,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",32627885,"HLA-DQB1","HLA-DQB1, HLA-DQB1-AS1, XXbac-BPG254F23.6"
"cg22082665",0.00292794129184154,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr1",245011429,"NCRNA00201","HNRNPU-AS1"
"cg23845310",0.00801151180940774,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr20",45138738,"ZNF334","ZNF334"
"cg05383328",-0.00221443819190881,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr12",123471521,"PITPNM2",""
"cg12528115",0.00251470193876775,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr3",115507015,"",""
"cg18118198",0.0443792524074204,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",25100740,"GZMB","GZMB, RP11-104E19.1"
"cg12068280",0.0037406681097587,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr19",46804528,"HIF3A","HIF3A"
"cg02469539",0.000703291533888631,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr12",107117129,"RFX4","RP11-482D24.3, RFX4"
"cg05227621",0.0179936097937084,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr22",42313995,"",""
"cg17316414",-0.00178695581525027,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",111503193,"EPB41L4A","EPB41L4A"
"cg13364749",0.018037053390007,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",89560863,"","RP11-61G23.1"
"cg00932510",-0.00191243499670222,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr22",30782804,"RNF215","RNF215, MTMR3"
"cg00956679",-0.00533046079345728,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",77462606,"",""
"cg20909664",-0.00407085256161043,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr19",46390261,"IRF2BP1","IRF2BP1"
"cg10691592",0.000940514421296781,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr3",128337033,"",""
"cg07119463",0.00574680761652402,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr14",78630749,"",""
"cg15342087",-0.00616692174825089,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr6",30720209,"",""
"cg02398342",0.00600506571731022,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",80708632,"TBCD, FN3K","TBCD, FN3K"
"cg21747442",0.00366200747417409,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",1487166,"LPCAT1","LPCAT1"
"cg23393242",0.00417844156408946,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr7",156813480,"",""
"cg14971269",-0.00569074877406833,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",76498808,"DNAH17",""
"cg06483978",0.00201458284568661,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr17",79967042,"ASPSCR1",""
"cg00486708",-0.00375973677408027,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr10",44145111,"ZNF32","ZNF32, ZNF32-AS3"
"cg11282718",-0.00357170239722568,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr3",14167245,"CHCHD4, TMEM43","CHCHD4"
"cg08271632",-0.000641440044864399,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr11",44586603,"CD82","CD82"
"cg16404364",-0.00133758932980958,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr7",1006746,"COX19","COX19"
"cg21117330",0.0192974900564701,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr5",140772286,"PCDHGA4, PCDHGA6, PCDHGA1, PCDHGA5, PCDHGB1, PCDHGB4, PCDHGA3, PCDHGA8, PCDHGA2, PCDHGA7, PCDHGB2, PCDHGB3","PCDHGA8"
"cg19480117",0.0111175822462069,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr10",131752869,"EBF3",""
"cg06248061",0.00644586846672728,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr10",135372380,"SYCE1","SYCE1, CYP2E1, SPRN"
"cg02407308",0.00453440029867956,"SomaScan","KORA","Complement C5a","Complement C5","2851-63","P01031","C5a","chr9",139400599,"NOTCH1","NOTCH1"
